ACTIVITY_NO,EVENT_NUM,STATION_NAME,COUNTY_NAME,WATERBODY_NAME,STATION_DESC,COMMON_NAME,FISH_COUNT,TOTAL WEIGHT (grams),MINIMUM LENGTH (millimeters),MAXIMUM LENGTH (millimeters),MUSEUM_FISH_COUNT,DEFORMITY_COUNT,FIN_EROSION_COUNT,LESION_COUNT,TUMOR_COUNT,MULTI_ANOMALY_COUNT,ANCHOR_WORMS_COUNT,LEECHES_COUNT,SWIRLED_SCALES_COUNT,POP_EYE_COUNT,EMACIATED_COUNT,FUNGUS_COUNT,PARASITES_COUNT
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Greenside Darter,3,10,70,75,,,,,,,,,,,,,
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Johnny Darter,1,1,50,50,,,,,,,,,,,,,
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Longear Sunfish,1,8,93,93,,,,,,,,,,,,,
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Rainbow Darter,1,3,65,65,,,,,,,,,,,,,
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Silverjaw Minnow,2,7,65,74,,,,,,,,,,,,,
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Southern Redbelly Dace,1,2,58,58,,,,,,,,,,,,,
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Striped Shiner,1,5,86,86,,,,,,,,,,,,,
AB22134,15T013,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,White Sucker,1,1,45,45,,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Bluegill,9,138,55,201,,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Bluntnose Minnow,1,2,60,60,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Central Stoneroller,43,257,63,92,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Creek Chub,24,197,60,120,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Fantail Darter,17,14,25,64,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Green Sunfish,2,21,58,85,,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Greenside Darter,1,2,60,60,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Johnny Darter,3,2,30,46,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Largemouth Bass,1,2,52,52,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Northern Hog Sucker,2,10,81,83,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Rainbow Darter,2,3,37,60,2,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Silverjaw Minnow,1,3,68,68,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,Striped Shiner,2,15,76,105,1,,,,,,,,,,,,
AB23266,15T013.5,OBS-06-0012,Washington,South Fork Blue River Tributary,Mahuron Rd in New Pekin,White Sucker,1,4,75,75,1,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Bigeye Shiner,44,79,47,71,2,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Black Redhorse,2,115,183,184,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Blackstripe Topminnow,7,13,42,67,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Bluegill,59,389,39,168,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Bluntnose Minnow,149,171,30,71,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Central Stoneroller,54,130,40,110,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Creek Chub,1,114,121,121,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Golden Redhorse,5,93,63,149,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Green Sunfish,68,778,37,130,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Largemouth Bass,3,95,85,192,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Longear Sunfish,36,480,64,124,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Northern Hog Sucker,8,350,100,184,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Redear Sunfish,3,25,70,91,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Spotted Bass,4,12,60,70,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Striped Shiner,68,122,34,127,,,,,,,,,,,,,
AB22135,15T014,OBS-06-0018,Washington,South Fork Blue River,Main Street,Yellow Bullhead,4,200,122,183,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Bluegill,2,35,65,127,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Bluntnose Minnow,44,85,40,90,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Central Stoneroller,169,559,34,90,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Creek Chub,175,1291,25,155,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Fantail Darter,59,50,36,58,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Golden Redhorse,3,1,35,35,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Green Sunfish,14,103,65,111,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Greenside Darter,11,49,76,83,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Johnny Darter,35,26,30,50,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Longear Sunfish,4,43,64,110,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Northern Hog Sucker,5,30,30,133,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Rainbow Darter,8,13,42,58,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Scarlet Shiner,3,3,44,47,3,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Silverjaw Minnow,15,22,34,74,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Spotfin Shiner,1,3,76,76,,,,,,,,,,,,,
AB22136,15T015,OBS-06-0022,Washington,South Fork Blue River,Lockenour Road,Striped Shiner,16,49,75,95,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Bluegill,1,6,77,77,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Bluntnose Minnow,2,2,40,43,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Central Stoneroller,18,74,60,98,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Creek Chub,78,733,30,150,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Fantail Darter,84,65,32,55,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Green Sunfish,2,40,60,125,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Johnny Darter,2,2,47,55,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Rainbow Darter,2,3,44,45,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Silverjaw Minnow,1,3,75,75,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Southern Redbelly Dace,3,3,45,57,,,,,,,,,,,,,
AB22137,15T016,OBS-06-0003,Washington,Jeff Branch,East Blue River Road,Striped Shiner,2,20,95,109,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Black Crappie,1,16,110,110,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Blackstripe Topminnow,1,2,55,55,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Bluegill,19,162,55,118,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Bluntnose Minnow,8,20,44,94,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Central Stoneroller,75,235,54,80,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Creek Chub,57,290,20,125,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Fantail Darter,13,14,43,62,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Green Sunfish,5,48,60,115,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Greenside Darter,4,20,80,83,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Scarlet Shiner,4,5,50,67,4,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Silverjaw Minnow,4,2,25,50,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Spotfin Shiner,1,2,66,66,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Striped Shiner,6,16,52,74,,,,,,,,,,,,,
AB22138,15T017,OBS-06-0002,Washington,South Fork Blue River,South Bowers Knob Road,Yellow Bullhead,1,12,87,87,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Bluegill,13,46,39,87,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Bluntnose Minnow,45,91,25,88,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Central Stoneroller,307,833,25,96,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Creek Chub,126,292,25,122,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Fantail Darter,156,120,35,58,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Green Sunfish,7,89,69,109,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Johnny Darter,12,7,43,46,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Largemouth Bass,1,1,44,44,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Orangethroat Darter,2,2,38,38,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Rainbow Darter,5,5,40,44,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Silverjaw Minnow,7,11,52,73,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Southern Redbelly Dace,19,13,38,63,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,Striped Shiner,29,123,47,143,,,,,,,,,,,,,
AB22139,15T018,OBS-06-0019,Washington,Jeff Branch,Bethel Road,White Sucker,5,4,36,46,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Bluegill,6,16,36,67,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Bluntnose Minnow,29,62,45,88,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Central Stoneroller,43,149,28,85,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Creek Chub,49,232,27,145,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Fantail Darter,59,71,40,62,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Johnny Darter,8,6,44,48,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Longear Sunfish,1,4,64,64,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Northern Hog Sucker,1,12,100,100,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Orangethroat Darter,25,30,43,57,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Rosyface Shiner,1,1,45,45,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Silverjaw Minnow,9,12,52,65,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Southern Redbelly Dace,8,9,40,60,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Spotted Bass,21,13,32,43,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Striped Shiner,11,49,47,96,,,,,,,,,,,,,
AB22140,15T019,OBS-06-0011,Washington,Honey Run,North Honey Run Road,Yellow Bullhead,1,5,123,123,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Black Redhorse,1,8,95,95,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Bluegill,4,44,44,74,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Bluntnose Minnow,24,41,46,87,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Central Stoneroller,78,204,51,92,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Creek Chub,87,733,25,160,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Fantail Darter,47,37,34,54,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Green Sunfish,4,77,55,150,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Johnny Darter,9,6,26,48,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Orangethroat Darter,1,2,55,55,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Rosyface Shiner,4,6,43,66,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Scarlet Shiner,3,9,70,76,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Silverjaw Minnow,4,8,46,74,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Southern Redbelly Dace,8,7,43,57,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Spotted Bass,1,1,34,34,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,Striped Shiner,9,24,44,95,,,,,,,,,,,,,
AB22141,15T020,OBS-06-0005,Washington,Springle Creek,Blue River Road,White Sucker,2,3,46,57,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Bluegill,3,70,75,130,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Bluntnose Minnow,17,33,44,89,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Central Stoneroller,25,87,25,80,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Creek Chub,35,124,20,151,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Fantail Darter,13,12,37,55,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Johnny Darter,5,5,29,47,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Rosyface Shiner,3,3,43,57,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Silverjaw Minnow,2,4,60,68,,,,,,,,,,,,,
AB22142,15T021,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Striped Shiner,4,15,52,90,,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Bluegill,5,14,52,69,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Bluntnose Minnow,11,28,55,85,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Central Stoneroller,27,1320,39,112,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Creek Chub,14,94,40,123,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Fantail Darter,11,9,30,60,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Green Sunfish,2,7,63,70,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Johnny Darter,1,1,35,35,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Longear Sunfish,2,35,57,120,,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Orangethroat Darter,2,2,39,43,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Scarlet Shiner,1,2,65,65,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Silverjaw Minnow,8,8,27,71,1,,,,,,,,,,,,
AB23265,15T021.5,OBS-06-0010,Washington,South Fork Blue River,Casey Hollow Road,Striped Shiner,4,21,40,109,1,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Blacknose Dace,9,35,61,80,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Bluegill,4,27,57,72,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Bluntnose Minnow,1,1,71,71,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Central Stoneroller,5,44,73,102,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Creek Chub,5,38,40,107,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Greenside Darter,1,3,72,72,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Johnny Darter,1,1,45,45,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Rainbow Darter,2,3,49,51,,,,,,,,,,,,,
AB22772,15W003,WAE060-0007,Miami,Wilson Rhodes Ditch,Warsaw Trail,Redfin Shiner,1,2,54,54,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Black Redhorse,10,290,30,240,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Bluntnose Minnow,397,670,30,80,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Central Stoneroller,108,314,30,110,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Creek Chub,46,156,35,98,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Emerald Shiner,6,8,56,65,6,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Fantail Darter,60,73,38,70,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Fathead Minnow,4,18,80,87,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Green Sunfish,4,72,70,125,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Greenside Darter,10,16,50,79,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Johnny Darter,21,23,39,55,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Logperch,2,23,84,105,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Longear Sunfish,38,802,52,127,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Northern Hog Sucker,25,154,30,125,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Rainbow Darter,75,55,38,65,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Sand Shiner,9,18,45,69,9,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Scarlet Shiner,6,7,30,56,6,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Shorthead Redhorse,1,56,195,195,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Shortnose Gar,1,535,670,670,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Silverjaw Minnow,6,20,60,76,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Spotfin Shiner,1,2,62,62,1,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Striped Shiner,40,273,50,110,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,White Sucker,4,20,80,85,,,,,,,,,,,,,
AB22131,15W005,OML200-0018,Switzerland,Indian Creek,Posten Rd,Yellow Bullhead,2,175,170,190,,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Black Buffalo,1,1980,497,497,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Blue Sucker,7,13180,537,675,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Bluegill,3,30,55,110,0,,1,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Bullhead Minnow,17,10,35,68,2,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Channel Catfish,5,4367,99,542,0,2,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Common Carp,18,56300,507,758,0,,1,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Emerald Shiner,128,70,34,78,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Flathead Catfish,8,2320,98,394,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Freshwater Drum,27,6159,86,558,0,,,,,,4,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Gizzard Shad,5,187,85,231,1,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Green Sunfish,3,33,50,112,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Longnose Gar,3,3500,430,1210,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,River Carpsucker,1,1520,492,492,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Silver Carp,2,2,46,52,2,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Silver Chub,1,3,70,70,1,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Smallmouth Buffalo,1,700,390,390,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Spotfin Shiner,36,26,32,61,0,,,,,,,,,,,,
AB25701,16001,WLW-09-0001,Posey,Wabash River,Spencer Ditch Road,Spotted Bass,1,22,127,127,0,,,,,,,,,,,,
